cmor_label,title,miptable,cf_std_name,description,cell_methods,dimension,units,positive,realm,priority,requesting_mips,UKESM_component,Owner,Variable_mapping,PP_constraint,Stream,Plan,Ticket,Comment (this goes into file metadata?),Notes (this doesn't)
vo,Sea Water Y Velocity,Omon,sea_water_y_velocity,Prognostic x-ward velocity component resolved by the model.,time: mean,longitude latitude olevel time  ,m s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
talk,Total Alkalinity,Omon,seawater_alkalinity_expressed_as_mole_equivalent,"total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components)",time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
talknat,Natural Total Alkalinity,Omon,seawater_alkalinity_expressed_as_mole_equivalent_natural_component,"total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components) at preindustrial atmospheric xCO2",time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
eparag100,Downward Flux of Aragonite,Omon,sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water,,time: mean area: mean where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
epcalc100,Downward Flux of Calcite,Omon,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,,time: mean area: where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
epfe100,Downward Flux of Particulate Iron,Omon,sinking_mole_flux_of_particulate_iron_in_sea_water,,time: mean area: where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
epn100,Downward Flux of Particulate Nitrogen,Omon,sinking_mole_flux_of_particulate_nitrogen_in_sea_water,,time: mean area: where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
epc100,Downward Flux of Particle Organic Carbon,Omon,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,,time: mean area: mean where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
expc,Sinking Particulate Organic Carbon Flux,Omon,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
epp100,Downward Flux of Particulate Phosphorus,Omon,sinking_mole_flux_of_particulate_phosphorus_in_sea_water,,time: mean area: where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
epsi100,Downward Flux of Particulate Silica,Omon,sinking_mole_flux_of_particulate_silicon_in_sea_water,,time: mean area: mean where sea,longitude latitude time  depth100m,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
prsn,Snowfall Flux,Omon,snowfall_flux,at surface; includes precipitation of all forms of water in the solid phase,time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,kg m-2 s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
mlotstsq,Square of Ocean Mixed Layer Thickness Defined by Sigma T,Omon,square_of_ocean_mixed_layer_thickness_defined_by_sigma_t,,time: mean,longitude latitude time  ,m2,,ocean,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
zossq,Square of Sea Surface Height Above Geoid,Omon,square_of_sea_surface_height_above_geoid,Surface ocean geoid defines z=0.,time: mean,longitude latitude time  ,m2,,ocean,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tossq,Square of Sea Surface Temperature,Omon,square_of_sea_surface_temperature,"square of temperature of liquid ocean, averaged over the day.",time: mean,longitude latitude time  ,C2,,ocean,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
dpco2,Delta PCO2,Omon,surface_carbon_dioxide_partial_pressure_difference_between_sea_water_and_air,,time: mean area: where sea,longitude latitude time  ,Pa,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
hfds,Downward Heat Flux at Sea Water Surface,Omon,surface_downward_heat_flux_in_sea_water,This is the net flux of heat entering the liquid water column through its upper surface (excluding any flux adjustment) .,time: mean area: mean where sea,longitude latitude time  ,W m-2,down,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfls,Surface Downward Latent Heat Flux,Omon,surface_downward_latent_heat_flux,This is defined as where ice_free_sea over sea,time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,W m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
fg14co2abio,Surface Downward abiotic 14CO2 Flux,Omon,surface_downward_mass_flux_of_abiotic_14_carbon_dioxide_expressed_as_carbon,Gas exchange flux of abiotic 14CO2 (positive into ocean),time: mean area: where sea,longitude latitude time  ,kg m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgco2abio,Surface Downward abiotic CO2 Flux,Omon,surface_downward_mass_flux_of_abiotic_carbon_dioxide_expressed_as_carbon,Gas exchange flux of abiotic CO2 (positive into ocean),time: mean area: where sea,longitude latitude time  ,kg m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgco2,Surface Downward CO2 Flux,Omon,surface_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon,Gas exchange flux of CO2 (positive into ocean),time: mean area: where sea,longitude latitude time  ,kg m-2 s-1,down,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgco2nat,Surface Downward natural CO2 Flux,Omon,surface_downward_mass_flux_of_natural_carbon_dioxide_expressed_as_carbon,Gas exchange flux of natural CO2 (positive into ocean),time: mean area: where sea,longitude latitude time  ,kg m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgcfc11,Surface Downward CFC11 flux,Omon,surface_downward_mole_flux_of_cfc11,gas exchange flux of CFC11,time: mean area: mean where sea,longitude latitude time  ,mol sec-1 m-2,down,ocean,0,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgcfc12,Surface Downward CFC12 flux,Omon,surface_downward_mole_flux_of_cfc12,gas exchange flux of CFC12,time: mean area: mean where sea,longitude latitude time  ,mol sec-1 m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgo2,Surface Downward O2 Flux,Omon,surface_downward_mole_flux_of_molecular_oxygen,Gas exchange flux of O2 (positive into ocean),time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,down,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgsf6,Surface Downward SF6 flux,Omon,surface_downward_mole_flux_of_sf6,gas exchange flux of SF6,time: mean area: mean where sea,longitude latitude time  ,mol sec-1 m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
hfss,Surface Downward Sensible Heat Flux,Omon,surface_downward_sensible_heat_flux,This is defined as where ice_free_sea over sea,time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,W m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tauuo,Surface Downward X Stress,Omon,surface_downward_x_stress,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",time: mean area: mean where sea,longitude latitude time  ,N m-2,down,ocean,0,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tauucorr,Surface Downward X Stress Correction,Omon,surface_downward_x_stress_correction,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",time: mean area: mean where sea,longitude latitude time  ,N m-2,down,ocean,0,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tauvo,Surface Downward Y Stress,Omon,surface_downward_y_stress,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",time: mean area: mean where sea,longitude latitude time  ,N m-2,down,ocean,0,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tauvcorr,Surface Downward Y Stress Correction,Omon,surface_downward_y_stress_correction,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",time: mean area: mean where sea,longitude latitude time  ,N m-2,down,ocean,0,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
dpo2,Delta PO2,Omon,surface_molecular_oxygen_partial_pressure_difference_between_sea_water_and_air,,time: mean area: mean where sea,longitude latitude time  ,Pa,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
rlntds,Surface Net Downward Longwave Radiation,Omon,surface_net_downward_longwave_flux,This is defined as where ice_free_sea over sea,time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,W m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
spco2,Surface Aqueous Partial Pressure of CO2,Omon,surface_partial_pressure_of_carbon_dioxide_in_sea_water,,time: mean area: mean where sea,longitude latitude time  ,Pa,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fgdms,Surface Upward DMS Flux,Omon,surface_upward_mole_flux_of_dimethyl_sulfide,Gas exchange flux of DMS (positive into atmosphere),time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,up,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
hfevapds,Temperature Flux due to Evaporation Expressed as Heat Flux Out of Sea Water,Omon,temperature_flux_due_to_evaporation_expressed_as_heat_flux_out_of_sea_water,This is defined as where ice_free_sea over sea,time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,W m-2,up,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfrainds,Temperature Flux due to Rainfall Expressed as Heat Flux into Sea Water,Omon,temperature_flux_due_to_rainfall_expressed_as_heat_flux_into_sea_water,"This is defined as where ice_free_sea over sea; i.e., the total flux (considered here) entering the ice-free portion of the grid cell divided by the area of the ocean portion of the grid cell.  All such heat fluxes are computed based on Celsius scale.",time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,W m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfrunoffds,Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water,Omon,temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water,,time: mean area: mean where sea,longitude latitude time  ,W m-2,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
graz,Total Grazing of Phytoplankton by Zooplankton,Omon,tendency_of_mole_concentration_of_organic_matter_expressed_as_carbon_in_sea_water_due_to_grazing_of_phytoplankton,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
pp,Primary Carbon Production by Phytoplankton,Omon,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,total primary (organic carbon) production by phytoplankton,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intparag,Aragonite Production,Omon,tendency_of_ocean_mole_content_of_aragonite_expressed_as_carbon_due_to_biological_production,Vertically integrated aragonite production,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpcalcite,Calcite Production,Omon,tendency_of_ocean_mole_content_of_calcite_expressed_as_carbon_due_to_biological_production,Vertically integrated calcite production,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fddtdic,Rate of Change of Net Dissolved Inorganic Carbon,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon,,time: mean area: where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fbddtdic,Rate of Change of Dissolved Inorganic Carbon due to Biological Activity,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon_due_to_biological_processes,vertical integral of net biological terms in time rate of change of dissolved inorganic carbon,time: mean area: where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fddtdife,Rate of Change of Net Dissolved Inorganic Iron,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron,vertical integral of net time rate of change of dissolved inorganic iron,time: mean area: mean where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fbddtdife,Rate of Change of Dissolved Inorganic Iron due to Biological Activity,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron_due_to_biological_processes,vertical integral of net biological terms in time rate of change of dissolved inorganic iron,time: mean area: mean where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fddtdin,Rate of Change of Net Dissolved Inorganic Nitrogen,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen,Net time rate of change of nitrogen nutrients (e.g. NO3+NH4),time: mean area: mean where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen due to Biological Activity,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen_due_to_biological_processes,vertical integral of net biological terms in time rate of change of nitrogen nutrients (e.g. NO3+NH4),time: mean area: mean where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fddtdip,Rate of Change of Net Dissolved Inorganic Phosphate,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus,vertical integral of net  time rate of change of phosphate,time: mean area: where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fbddtdip,Rate of Change of Dissolved Inorganic Phosphate due to Biological Activity,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus_due_to_biological_processes,vertical integral of net biological terms in time rate of change of phosphate,time: mean area: where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fddtdisi,Rate of Change of Net Dissolved Inorganic Silicate,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon,vertical integral of net time rate of change of dissolved inorganic silicate,time: mean area: where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fbddtdisi,Rate of Change of Dissolved Inorganic Silicate due to Biological Activity,Omon,tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon_due_to_biological_processes,vertical integral of net biological terms in time rate of change of dissolved inorganic silicate,time: mean area: where sea,longitude latitude time  olayer100m,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
frn,Nitrogen Loss to Sediments and through Denitrification,Omon,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_denitrification_and_sedimentation,,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fsn,Surface Downward Net Flux of Nitrogen,Omon,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_deposition_and_fixation_and_runoff,,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpn2,Nitrogen Fixation Rate in Ocean,Omon,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_fixation,Vertically integrated nitrogen fixation,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
icfriver,Flux of Inorganic Carbon Into Ocean Surface by Runoff,Omon,tendency_of_ocean_mole_content_of_inorganic_carbon_due_to_runoff_and_sediment_dissolution,Inorganic Carbon supply to ocean through runoff (separate from gas exchange),time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fric,Downward Inorganic Carbon Flux at Ocean Bottom,Omon,tendency_of_ocean_mole_content_of_inorganic_carbon_due_to_sedimentation,Inorganic Carbon loss to sediments,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpbfe,Iron Production,Omon,tendency_of_ocean_mole_content_of_iron_due_to_biological_production,Vertically integrated biogenic iron production,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
fsfe,Surface Downward Net Flux of Iron,Omon,tendency_of_ocean_mole_content_of_iron_due_to_deposition_and_runoff_and_sediment_dissolution,"Iron supply through deposition flux onto sea surface, runoff, coasts, sediments, etc",time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,down,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
